"gender","yb","province","db","mb","educ"
"FEMALE","1985","Warminsko-mazurskie","14","2","POST-SECONDARY"
"FEMALE","1985","Warminsko-mazurskie","3","1","SECONDARY VOCATIONAL"
"MALE","1955","Warminsko-mazurskie","23","10","VOCATIONAL"
"FEMALE","1959","Warminsko-mazurskie","16","1","SECONDARY VOCATIONAL"
"MALE","1979","Warminsko-mazurskie","8","12","SECONDARY VOCATIONAL"
"MALE","1960","Warminsko-mazurskie","4","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1985","Warminsko-mazurskie","24","6","SECONDARY VOCATIONAL"
"MALE","1953","Warminsko-mazurskie","10","9","VOCATIONAL"
"FEMALE","1977","Warminsko-mazurskie","19","12","SECONDARY VOCATIONAL"
"FEMALE","1963","Warminsko-mazurskie","26","2","PRIMARY COMPLETED"
"FEMALE","1939","Warminsko-mazurskie","4","3","PRIMARY COMPLETED"
"FEMALE","1968","Warminsko-mazurskie","14","3","VOCATIONAL"
"FEMALE","1979","Warminsko-mazurskie","4","6","VOCATIONAL"
"FEMALE","1953","Warminsko-mazurskie","26","11","SECONDARY VOCATIONAL"
"FEMALE","1951","Warminsko-mazurskie","12","2","SECONDARY VOCATIONAL"
"MALE","1942","Warminsko-mazurskie","26","1","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1976","Warminsko-mazurskie","24","8","SECONDARY VOCATIONAL"
"FEMALE","1972","Warminsko-mazurskie","30","5","SECONDARY GENERAL"
"MALE","1979","Warminsko-mazurskie","23","6","VOCATIONAL"
"FEMALE","1986","Warminsko-mazurskie","27","3","SECONDARY GENERAL"
"FEMALE","1939","Warminsko-mazurskie","21","9","PRIMARY COMPLETED"
"MALE","1938","Warminsko-mazurskie","1","1","SECONDARY GENERAL"
"MALE","1980","Warminsko-mazurskie","5","8","VOCATIONAL"
"MALE","1991","Warminsko-mazurskie","14","2","GRAMMAR"
"FEMALE","1992","Warminsko-mazurskie","29","4","GRAMMAR"
"MALE","1976","Warminsko-mazurskie","17","12","SECONDARY VOCATIONAL"
"FEMALE","1946","Warminsko-mazurskie","4","1","VOCATIONAL"
"FEMALE","1960","Warminsko-mazurskie","11","6","POST-SECONDARY"
"MALE","1968","Warminsko-mazurskie","28","11","VOCATIONAL"
"MALE","1963","Warminsko-mazurskie","15","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1990","Warminsko-mazurskie","2","3","SECONDARY GENERAL"
"FEMALE","1989","Warminsko-mazurskie","1","5","GRAMMAR"
"FEMALE","1959","Warminsko-mazurskie","31","3","VOCATIONAL"
"MALE","1966","Warminsko-mazurskie","4","2","SECONDARY VOCATIONAL"
"FEMALE","1994","Warminsko-mazurskie","18","12","GRAMMAR"
"FEMALE","1943","Warminsko-mazurskie","22","10","PRIMARY COMPLETED"
"FEMALE","1957","Warminsko-mazurskie","25","1","SECONDARY VOCATIONAL"
"MALE","1978","Warminsko-mazurskie","14","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1990","Warminsko-mazurskie","30","5","SECONDARY GENERAL"
"MALE","1986","Warminsko-mazurskie","7","6","SECONDARY VOCATIONAL"
"FEMALE","1989","Warminsko-mazurskie","10","7","SECONDARY GENERAL"
"FEMALE","1991","Warminsko-mazurskie","18","6","SECONDARY GENERAL"
"FEMALE","1984","Warminsko-mazurskie","29","2","SECONDARY GENERAL"
"MALE","1960","Warminsko-mazurskie","25","3","PRIMARY COMPLETED"
"FEMALE","1975","Warminsko-mazurskie","21","3","PRIMARY COMPLETED"
"FEMALE","1929","Warminsko-mazurskie","18","5","SECONDARY GENERAL"
"MALE","1961","Warminsko-mazurskie","11","2","VOCATIONAL"
"FEMALE","1963","Warminsko-mazurskie","30","1","VOCATIONAL"
"MALE","1994","Warminsko-mazurskie","12","7","GRAMMAR"
"MALE","1974","Warminsko-mazurskie","3","3","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1963","Warminsko-mazurskie","2","12","VOCATIONAL"
"MALE","1973","Warminsko-mazurskie","1","5","SECONDARY VOCATIONAL"
"MALE","1956","Warminsko-mazurskie","13","9","PRIMARY COMPLETED"
"MALE","1984","Warminsko-mazurskie","19","5","PRIMARY COMPLETED"
"FEMALE","1965","Warminsko-mazurskie","19","4","SECONDARY VOCATIONAL"
"MALE","1934","Warminsko-mazurskie","13","9","PRIMARY COMPLETED"
"FEMALE","1990","Warminsko-mazurskie","2","3","SECONDARY GENERAL"
"FEMALE","1987","Warminsko-mazurskie","4","4","SECONDARY GENERAL"
"FEMALE","1987","Warminsko-mazurskie","13","5","SECONDARY GENERAL"
"MALE","1956","Warminsko-mazurskie","27","10","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1988","Warminsko-mazurskie","15","3","SECONDARY GENERAL"
"MALE","1946","Warminsko-mazurskie","28","10","VOCATIONAL"
"FEMALE","1953","Warminsko-mazurskie","12","8","VOCATIONAL"
"FEMALE","1933","Warminsko-mazurskie","10","2","PRIMARY COMPLETED"
"MALE","1963","Warminsko-mazurskie","20","12","SECONDARY VOCATIONAL"
"FEMALE","1974","Warminsko-mazurskie","5","9","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1953","Warminsko-mazurskie","20","2","PRIMARY COMPLETED"
"MALE","1971","Warminsko-mazurskie","20","4","SECONDARY VOCATIONAL"
"MALE","1980","Warminsko-mazurskie","14","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1975","Warminsko-mazurskie","29","9","SECONDARY GENERAL"
"MALE","1960","Warminsko-mazurskie","12","10","SECONDARY GENERAL"
"FEMALE","1987","Warminsko-mazurskie","1","7","SECONDARY GENERAL"
"MALE","1991","Warminsko-mazurskie","30","11","GRAMMAR"
"FEMALE","1943","Wielkopolskie","2","2","SECONDARY GENERAL"
"MALE","1933","Wielkopolskie","1","12","VOCATIONAL"
"FEMALE","1920","Wielkopolskie","31","7","PRIMARY COMPLETED"
"FEMALE","1969","Wielkopolskie","22","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1961","Wielkopolskie","1","2","VOCATIONAL"
"MALE","1960","Wielkopolskie","2","4","VOCATIONAL"
"FEMALE","1954","Wielkopolskie","10","3","PRIMARY COMPLETED"
"MALE","1986","Wielkopolskie","5","8","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1950","Wielkopolskie","10","1","PRIMARY COMPLETED"
"MALE","1980","Wielkopolskie","12","9","VOCATIONAL"
"MALE","1979","Wielkopolskie","20","2","VOCATIONAL"
"FEMALE","1976","Wielkopolskie","14","11","VOCATIONAL"
"FEMALE","1990","Wielkopolskie","1","9","SECONDARY GENERAL"
"FEMALE","1932","Wielkopolskie","27","1","PRIMARY COMPLETED"
"MALE","1945","Wielkopolskie","21","7","VOCATIONAL"
"MALE","1940","Wielkopolskie","24","12","PRIMARY COMPLETED"
"MALE","1945","Wielkopolskie","7","1","VOCATIONAL"
"MALE","1967","Wielkopolskie","1","12","VOCATIONAL"
"FEMALE","1974","Wielkopolskie","21","1","VOCATIONAL"
"FEMALE","1949","Wielkopolskie","30","1","VOCATIONAL"
"FEMALE","1985","Wielkopolskie","5","4","SECONDARY VOCATIONAL"
"FEMALE","1961","Wielkopolskie","11","10","POST-SECONDARY"
"FEMALE","1942","Wielkopolskie","15","6","SECONDARY VOCATIONAL"
"FEMALE","1959","Wielkopolskie","2","4","PRIMARY COMPLETED"
"FEMALE","1954","Wielkopolskie","25","8","PRIMARY COMPLETED"
"FEMALE","1973","Wielkopolskie","20","7","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1983","Wielkopolskie","27","9","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1980","Wielkopolskie","27","11","SECONDARY VOCATIONAL"
"FEMALE","1990","Wielkopolskie","30","9","SECONDARY VOCATIONAL"
"FEMALE","1936","Wielkopolskie","18","4","PRIMARY COMPLETED"
"MALE","1974","Wielkopolskie","1","7","VOCATIONAL"
"FEMALE","1983","Wielkopolskie","8","12","POST-SECONDARY"
"MALE","1968","Wielkopolskie","19","7","SECONDARY VOCATIONAL"
"MALE","1943","Wielkopolskie","13","10","VOCATIONAL"
"FEMALE","1988","Wielkopolskie","28","7","SECONDARY VOCATIONAL"
"FEMALE","1953","Wielkopolskie","20","4","PRIMARY COMPLETED"
"FEMALE","1953","Wielkopolskie","22","6","PRIMARY COMPLETED"
"FEMALE","1983","Wielkopolskie","13","9","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1988","Wielkopolskie","12","2","PRIMARY COMPLETED"
"MALE","1993","Wielkopolskie","21","10","GRAMMAR"
"FEMALE","1982","Wielkopolskie","8","12","SECONDARY GENERAL"
"FEMALE","1989","Wielkopolskie","19","8","SECONDARY GENERAL"
"FEMALE","1984","Wielkopolskie","19","1","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1934","Wielkopolskie","17","3","PRIMARY COMPLETED"
"FEMALE","1977","Wielkopolskie","21","3","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1942","Wielkopolskie","3","3","VOCATIONAL"
"FEMALE","1945","Wielkopolskie","13","3","PRIMARY COMPLETED"
"FEMALE","1966","Wielkopolskie","23","8","SECONDARY VOCATIONAL"
"MALE","1954","Wielkopolskie","11","10","PRIMARY COMPLETED"
"FEMALE","1992","Wielkopolskie","17","9","GRAMMAR"
"FEMALE","1943","Wielkopolskie","27","9","SECONDARY GENERAL"
"MALE","1983","Wielkopolskie","5","10","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1960","Wielkopolskie","24","9","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1962","Wielkopolskie","6","3","SECONDARY VOCATIONAL"
"MALE","1992","Wielkopolskie","11","12","GRAMMAR"
"MALE","1973","Wielkopolskie","10","9","VOCATIONAL"
"FEMALE","1986","Wielkopolskie","6","1","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1971","Wielkopolskie","5","3","VOCATIONAL"
"MALE","1939","Wielkopolskie","12","1","VOCATIONAL"
"FEMALE","1939","Wielkopolskie","16","11","VOCATIONAL"
"MALE","1951","Wielkopolskie","6","2","VOCATIONAL"
"MALE","1948","Wielkopolskie","28","9","SECONDARY VOCATIONAL"
"FEMALE","1942","Wielkopolskie","6","11","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1970","Wielkopolskie","9","10","VOCATIONAL"
"MALE","1938","Wielkopolskie","16","11","VOCATIONAL"
"FEMALE","1960","Wielkopolskie","21","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1939","Wielkopolskie","3","10","SECONDARY VOCATIONAL"
"FEMALE","1971","Wielkopolskie","15","1","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1946","Wielkopolskie","9","9","SECONDARY VOCATIONAL"
"MALE","1965","Wielkopolskie","29","1","VOCATIONAL"
"FEMALE","1969","Wielkopolskie","26","5","VOCATIONAL"
"FEMALE","1934","Wielkopolskie","3","5","PRIMARY COMPLETED"
"MALE","1978","Wielkopolskie","22","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1981","Wielkopolskie","23","1","SECONDARY VOCATIONAL"
"FEMALE","1968","Wielkopolskie","26","1","VOCATIONAL"
"FEMALE","1959","Wielkopolskie","31","10","SECONDARY GENERAL"
"FEMALE","1979","Wielkopolskie","22","8","VOCATIONAL"
"MALE","1980","Wielkopolskie","29","5","VOCATIONAL"
"MALE","1943","Wielkopolskie","19","4","VOCATIONAL"
"MALE","1981","Wielkopolskie","25","2","SECONDARY VOCATIONAL"
"FEMALE","1979","Wielkopolskie","15","12","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1963","Wielkopolskie","18","1","VOCATIONAL"
"FEMALE","1960","Wielkopolskie","12","12","PRIMARY COMPLETED"
"MALE","1979","Wielkopolskie","10","2","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1979","Wielkopolskie","6","7","SECONDARY VOCATIONAL"
"FEMALE","1942","Wielkopolskie","2","2","PRIMARY COMPLETED"
"MALE","1970","Wielkopolskie","23","5","SECONDARY GENERAL"
"MALE","1953","Wielkopolskie","1","1","VOCATIONAL"
"FEMALE","1987","Wielkopolskie","19","7","SECONDARY GENERAL"
"MALE","1991","Wielkopolskie","2","11","VOCATIONAL"
"FEMALE","1948","Wielkopolskie","21","8","VOCATIONAL"
"MALE","1987","Wielkopolskie","25","4","VOCATIONAL"
"MALE","1962","Wielkopolskie","14","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1956","Wielkopolskie","21","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1977","Wielkopolskie","20","10","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1964","Wielkopolskie","9","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1989","Wielkopolskie","5","11","SECONDARY GENERAL"
"MALE","1987","Wielkopolskie","7","6","SECONDARY VOCATIONAL"
"FEMALE","1979","Wielkopolskie","14","5","POST-SECONDARY"
"FEMALE","1976","Wielkopolskie","25","4","VOCATIONAL"
"MALE","1951","Wielkopolskie","13","7","VOCATIONAL"
"MALE","1951","Wielkopolskie","14","5","VOCATIONAL"
"FEMALE","1985","Wielkopolskie","16","12","VOCATIONAL"
"FEMALE","1972","Wielkopolskie","27","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1985","Wielkopolskie","11","10","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1991","Wielkopolskie","26","9","VOCATIONAL"
"MALE","1994","Wielkopolskie","16","2","PRIMARY COMPLETED"
"FEMALE","1964","Wielkopolskie","8","2","PRIMARY COMPLETED"
"MALE","1949","Wielkopolskie","1","1","VOCATIONAL"
"FEMALE","1952","Wielkopolskie","26","5","VOCATIONAL"
"FEMALE","1960","Wielkopolskie","11","7","PRIMARY COMPLETED"
"FEMALE","1991","Wielkopolskie","5","5","GRAMMAR"
"FEMALE","1926","Wielkopolskie","7","12","PRIMARY COMPLETED"
"FEMALE","1986","Wielkopolskie","3","12","SECONDARY GENERAL"
"MALE","1978","Wielkopolskie","16","12","VOCATIONAL"
"FEMALE","1966","Wielkopolskie","1","3","SECONDARY VOCATIONAL"
"FEMALE","1976","Wielkopolskie","25","11","SECONDARY VOCATIONAL"
"MALE","1946","Wielkopolskie","26","9","VOCATIONAL"
"MALE","1970","Wielkopolskie","14","10","VOCATIONAL"
"FEMALE","1953","Wielkopolskie","17","1","SECONDARY VOCATIONAL"
"MALE","1954","Wielkopolskie","29","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1935","Wielkopolskie","21","2","SECONDARY VOCATIONAL"
"MALE","1987","Wielkopolskie","18","10","SECONDARY GENERAL"
"FEMALE","1987","Wielkopolskie","19","4","SECONDARY GENERAL"
"FEMALE","1960","Wielkopolskie","25","12","HIGHER WITH WITH AT LEAST DOCTOR`S DEGREE"
"FEMALE","1983","Wielkopolskie","2","7","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1937","Wielkopolskie","16","4","VOCATIONAL"
"MALE","1947","Wielkopolskie","30","11","SECONDARY VOCATIONAL"
"MALE","1954","Wielkopolskie","28","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1977","Wielkopolskie","25","12","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1978","Wielkopolskie","29","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1995","Wielkopolskie","17","1","GRAMMAR"
"MALE","1935","Wielkopolskie","21","12","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1947","Wielkopolskie","27","12","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1948","Wielkopolskie","13","10","POST-SECONDARY"
"FEMALE","1972","Wielkopolskie","6","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1946","Wielkopolskie","15","2","SECONDARY VOCATIONAL"
"FEMALE","1983","Wielkopolskie","9","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1977","Wielkopolskie","30","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1946","Zachodnio-pomorskie","3","6","VOCATIONAL"
"FEMALE","1963","Zachodnio-pomorskie","20","12","VOCATIONAL"
"MALE","1988","Zachodnio-pomorskie","25","9","VOCATIONAL"
"FEMALE","1985","Zachodnio-pomorskie","29","5","VOCATIONAL"
"FEMALE","1979","Zachodnio-pomorskie","12","8","VOCATIONAL"
"FEMALE","1941","Zachodnio-pomorskie","22","8","NO EDUCATION/PRIMARY NOT COMPLETED"
"MALE","1983","Zachodnio-pomorskie","29","8","SECONDARY VOCATIONAL"
"MALE","1972","Zachodnio-pomorskie","1","2","PRIMARY COMPLETED"
"FEMALE","1957","Zachodnio-pomorskie","14","3","PRIMARY COMPLETED"
"MALE","1982","Zachodnio-pomorskie","19","8","SECONDARY VOCATIONAL"
"MALE","1973","Zachodnio-pomorskie","18","10","VOCATIONAL"
"MALE","1956","Zachodnio-pomorskie","20","12","VOCATIONAL"
"MALE","1986","Zachodnio-pomorskie","28","10","SECONDARY GENERAL"
"FEMALE","1991","Zachodnio-pomorskie","6","3","GRAMMAR"
"FEMALE","1956","Zachodnio-pomorskie","2","9","PRIMARY COMPLETED"
"FEMALE","1967","Zachodnio-pomorskie","2","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1970","Zachodnio-pomorskie","6","4","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1957","Zachodnio-pomorskie","2","4","VOCATIONAL"
"FEMALE","1991","Zachodnio-pomorskie","25","6","GRAMMAR"
"FEMALE","1994","Zachodnio-pomorskie","21","11","GRAMMAR"
"MALE","1953","Zachodnio-pomorskie","13","3","VOCATIONAL"
"MALE","1966","Zachodnio-pomorskie","10","6","VOCATIONAL"
"MALE","1929","Zachodnio-pomorskie","15","4","SECONDARY GENERAL"
"MALE","1960","Zachodnio-pomorskie","10","11","VOCATIONAL"
"FEMALE","1963","Zachodnio-pomorskie","21","2","VOCATIONAL"
"MALE","1949","Zachodnio-pomorskie","17","10","VOCATIONAL"
"FEMALE","1932","Zachodnio-pomorskie","3","1","VOCATIONAL"
"FEMALE","1957","Zachodnio-pomorskie","20","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1950","Zachodnio-pomorskie","24","8","VOCATIONAL"
"FEMALE","1965","Zachodnio-pomorskie","24","3","SECONDARY VOCATIONAL"
"MALE","1961","Zachodnio-pomorskie","24","1","PRIMARY COMPLETED"
"MALE","1977","Zachodnio-pomorskie","20","7","VOCATIONAL"
"FEMALE","1954","Zachodnio-pomorskie","30","8","PRIMARY COMPLETED"
"FEMALE","1986","Zachodnio-pomorskie","6","9","GRAMMAR"
"MALE","1958","Zachodnio-pomorskie","11","5","VOCATIONAL"
"FEMALE","1968","Zachodnio-pomorskie","16","10","VOCATIONAL"
"FEMALE","1985","Zachodnio-pomorskie","11","7","SECONDARY VOCATIONAL"
"MALE","1955","Zachodnio-pomorskie","12","7","SECONDARY VOCATIONAL"
"FEMALE","1950","Zachodnio-pomorskie","8","3","VOCATIONAL"
"MALE","1986","Zachodnio-pomorskie","11","2","SECONDARY GENERAL"
"MALE","1992","Zachodnio-pomorskie","4","12","GRAMMAR"
"FEMALE","1933","Zachodnio-pomorskie","15","10","VOCATIONAL"
"MALE","1928","Zachodnio-pomorskie","10","5","NO EDUCATION/PRIMARY NOT COMPLETED"
"FEMALE","1933","Zachodnio-pomorskie","30","10","PRIMARY COMPLETED"
"MALE","1950","Zachodnio-pomorskie","2","7","VOCATIONAL"
"MALE","1973","Zachodnio-pomorskie","14","12","SECONDARY VOCATIONAL"
"FEMALE","1990","Zachodnio-pomorskie","16","1","SECONDARY VOCATIONAL"
"FEMALE","1938","Zachodnio-pomorskie","15","11","PRIMARY COMPLETED"
"FEMALE","1931","Zachodnio-pomorskie","5","4","PRIMARY COMPLETED"
"FEMALE","1975","Zachodnio-pomorskie","13","7","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1983","Zachodnio-pomorskie","31","1","VOCATIONAL"
"MALE","1942","Zachodnio-pomorskie","26","2","PRIMARY COMPLETED"
"MALE","1978","Zachodnio-pomorskie","8","2","VOCATIONAL"
"FEMALE","1921","Zachodnio-pomorskie","14","12","PRIMARY COMPLETED"
"MALE","1967","Zachodnio-pomorskie","26","12","VOCATIONAL"
"FEMALE","1974","Zachodnio-pomorskie","17","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1988","Zachodnio-pomorskie","27","6","GRAMMAR"
"MALE","1992","Zachodnio-pomorskie","26","12","GRAMMAR"
"MALE","1932","Zachodnio-pomorskie","13","9","PRIMARY COMPLETED"
"MALE","1969","Zachodnio-pomorskie","20","12","VOCATIONAL"
"FEMALE","1974","Zachodnio-pomorskie","12","3","VOCATIONAL"
"FEMALE","1960","Zachodnio-pomorskie","6","4","SECONDARY VOCATIONAL"
"FEMALE","1968","Zachodnio-pomorskie","22","10","VOCATIONAL"
"FEMALE","1965","Zachodnio-pomorskie","16","9","VOCATIONAL"
"FEMALE","1959","Zachodnio-pomorskie","18","7","VOCATIONAL"
"MALE","1988","Zachodnio-pomorskie","11","4","VOCATIONAL"
"FEMALE","1966","Zachodnio-pomorskie","23","12","PRIMARY COMPLETED"
"FEMALE","1953","Zachodnio-pomorskie","6","12","PRIMARY COMPLETED"
"MALE","1950","Zachodnio-pomorskie","4","1","PRIMARY COMPLETED"
"FEMALE","1973","Zachodnio-pomorskie","7","12","VOCATIONAL"
"MALE","1948","Zachodnio-pomorskie","8","11","PRIMARY COMPLETED"
"FEMALE","1949","Zachodnio-pomorskie","3","4","PRIMARY COMPLETED"
"FEMALE","1952","Zachodnio-pomorskie","16","6","VOCATIONAL"
"FEMALE","1953","Zachodnio-pomorskie","18","6","SECONDARY VOCATIONAL"
"MALE","1958","Zachodnio-pomorskie","23","7","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1984","Zachodnio-pomorskie","22","12","VOCATIONAL"
"FEMALE","1970","Zachodnio-pomorskie","30","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1970","Zachodnio-pomorskie","26","1","SECONDARY VOCATIONAL"
"FEMALE","1953","Zachodnio-pomorskie","22","10","VOCATIONAL"
"MALE","1925","Zachodnio-pomorskie","29","9","SECONDARY VOCATIONAL"
"MALE","1952","Zachodnio-pomorskie","25","1","VOCATIONAL"
"FEMALE","1979","Zachodnio-pomorskie","14","1","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1970","Zachodnio-pomorskie","24","7","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1974","Zachodnio-pomorskie","13","4","SECONDARY VOCATIONAL"
"MALE","1957","Zachodnio-pomorskie","6","4","VOCATIONAL"
"FEMALE","1960","Zachodnio-pomorskie","13","12","VOCATIONAL"
"FEMALE","1952","Zachodnio-pomorskie","20","12","SECONDARY VOCATIONAL"
"FEMALE","1992","Zachodnio-pomorskie","10","5","GRAMMAR"
"FEMALE","1952","Zachodnio-pomorskie","1","12","VOCATIONAL"
"FEMALE","1929","Zachodnio-pomorskie","28","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1959","Zachodnio-pomorskie","3","4","SECONDARY VOCATIONAL"
"MALE","1958","Zachodnio-pomorskie","7","12","SECONDARY GENERAL"
"MALE","1995","Zachodnio-pomorskie","28","1","PRIMARY COMPLETED"
"FEMALE","1954","Zachodnio-pomorskie","17","4","VOCATIONAL"
"FEMALE","1958","Dolnoslaskie","23","2","VOCATIONAL"
"MALE","1951","Dolnoslaskie","21","1","PRIMARY COMPLETED"
"MALE","1979","Dolnoslaskie","10","8","VOCATIONAL"
"MALE","1952","Dolnoslaskie","31","1","VOCATIONAL"
"FEMALE","1960","Dolnoslaskie","19","4","VOCATIONAL"
"MALE","1957","Dolnoslaskie","24","9","VOCATIONAL"
"FEMALE","1951","Dolnoslaskie","15","9","SECONDARY VOCATIONAL"
"MALE","1990","Dolnoslaskie","24","5","VOCATIONAL"
"FEMALE","1931","Dolnoslaskie","17","9","SECONDARY VOCATIONAL"
"FEMALE","1981","Dolnoslaskie","7","8","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1946","Dolnoslaskie","29","10","POST-SECONDARY"
"FEMALE","1938","Dolnoslaskie","25","3","PRIMARY COMPLETED"
"MALE","1972","Dolnoslaskie","28","4","VOCATIONAL"
"MALE","1942","Dolnoslaskie","24","2","SECONDARY VOCATIONAL"
"FEMALE","1940","Dolnoslaskie","7","3","SECONDARY GENERAL"
"FEMALE","1936","Dolnoslaskie","16","1","PRIMARY COMPLETED"
"MALE","1962","Dolnoslaskie","23","5","VOCATIONAL"
"FEMALE","1966","Dolnoslaskie","16","12","VOCATIONAL"
"MALE","1947","Dolnoslaskie","8","10","VOCATIONAL"
"FEMALE","1948","Dolnoslaskie","2","7","VOCATIONAL"
"FEMALE","1953","Dolnoslaskie","18","1","VOCATIONAL"
"FEMALE","1980","Dolnoslaskie","8","10","SECONDARY GENERAL"
"FEMALE","1947","Dolnoslaskie","7","5","POST-SECONDARY"
"FEMALE","1952","Dolnoslaskie","13","8","PRIMARY COMPLETED"
"MALE","1988","Dolnoslaskie","24","7","SECONDARY VOCATIONAL"
"FEMALE","1955","Dolnoslaskie","13","1","VOCATIONAL"
"MALE","1976","Dolnoslaskie","10","8","VOCATIONAL"
"FEMALE","1934","Dolnoslaskie","25","2","SECONDARY VOCATIONAL"
"FEMALE","1966","Dolnoslaskie","29","11","POST-SECONDARY"
"FEMALE","1983","Dolnoslaskie","31","10","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1954","Dolnoslaskie","16","2","PRIMARY COMPLETED"
"FEMALE","1958","Dolnoslaskie","24","6","VOCATIONAL"
"MALE","1950","Dolnoslaskie","25","12","VOCATIONAL"
"FEMALE","1987","Dolnoslaskie","3","1","GRAMMAR"
"FEMALE","1990","Dolnoslaskie","14","4","SECONDARY GENERAL"
"FEMALE","1986","Dolnoslaskie","24","11","SECONDARY GENERAL"
"FEMALE","1950","Dolnoslaskie","31","1","VOCATIONAL"
"MALE","1982","Dolnoslaskie","25","7","SECONDARY VOCATIONAL"
"FEMALE","1979","Dolnoslaskie","23","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1946","Dolnoslaskie","12","2","SECONDARY VOCATIONAL"
"FEMALE","1962","Dolnoslaskie","16","8","SECONDARY VOCATIONAL"
"MALE","1980","Dolnoslaskie","20","8","SECONDARY VOCATIONAL"
"FEMALE","1945","Dolnoslaskie","25","1","PRIMARY COMPLETED"
"FEMALE","1989","Dolnoslaskie","6","8","VOCATIONAL"
"FEMALE","1945","Dolnoslaskie","2","11","PRIMARY COMPLETED"
"FEMALE","1952","Dolnoslaskie","28","3","SECONDARY VOCATIONAL"
